                  Time      g_error x      g_error y      g_error z      d_error x      d_error y      d_error z
252834570.000000000000000        -13.795         -4.930         96.032          0.004          0.004         -0.012
252834580.000000000000000        -22.651         -8.270        143.656          0.001          0.006         -0.003
252834590.000000000000000        -31.515        -11.601        191.516         -0.001          0.005          0.020
252834610.000000000000000          2.322          1.074          7.834          0.010         -0.001         -0.024
252834620.000000000000000         -8.051         -3.445         49.721          0.012          0.004         -0.024
252834630.000000000000000        -19.187         -8.281         94.853          0.007          0.004         -0.011
252834640.000000000000000        -30.719        -13.279        141.753          0.002          0.003          0.007
252834650.000000000000000        -42.271        -18.273        188.862         -0.003          0.001          0.015
252834670.000000000000000        -83.206        -40.461        212.198          0.007          0.005         -0.010
252834680.000000000000000        -90.034        -43.853        228.916          0.011          0.012         -0.035
252834690.000000000000000        -97.262        -47.457        246.576          0.007          0.004         -0.003
252834700.000000000000000       -104.655        -51.140        264.587          0.002          0.003          0.035
252834710.000000000000000       -111.977        -54.789        282.343          0.004          0.004          0.035
252834730.000000000000000        -95.172        -47.531        205.520          0.011          0.006         -0.017
252834740.000000000000000       -102.950        -51.484        221.721          0.009          0.006         -0.011
252834750.000000000000000       -111.172        -55.668        238.778          0.005          0.003         -0.007
252834760.000000000000000       -119.585        -59.946        256.191         -0.005          0.002          0.024
252834770.000000000000000       -127.909        -64.184        273.369         -0.004          0.001          0.029
252834790.000000000000000          0.952          0.223          8.188          0.006          0.007         -0.019
252834800.000000000000000        -16.348         -8.459         46.988          0.008          0.008         -0.019
252834810.000000000000000        -34.942        -17.787         88.802          0.004          0.002         -0.009
252834820.000000000000000        -54.220        -27.440        132.242          0.004          0.006         -0.017
252834830.000000000000000        -73.558        -37.118        175.887         -0.000          0.005         -0.030
252834840.000000000000000          0.000          0.000          0.000          0.002          0.002         -0.007
252834850.000000000000000       -117.952        -60.694        189.526          0.015          0.008          0.025
252834860.000000000000000       -127.535        -65.685        204.391          0.005          0.001          0.006
252834870.000000000000000       -137.647        -70.950        220.058          0.003          0.002          0.009
252834880.000000000000000       -147.981        -76.332        236.009          0.001          0.002         -0.003
252834890.000000000000000       -158.215        -81.662        251.776         -0.002          0.000         -0.002
252834910.000000000000000         -0.000         -0.338          8.258          0.004          0.004          0.011
252834920.000000000000000        -21.608        -11.518         44.118          0.004          0.001          0.008
252834930.000000000000000        -44.838        -23.528         82.767          0.004         -0.000          0.008
252834940.000000000000000        -68.934        -35.984        122.947          0.008         -0.006          0.010
252834950.000000000000000        -93.113        -48.462        163.331          0.008          0.001          0.014
252834970.000000000000000      -1445.841       -757.462       1695.261          0.004          0.005          0.012
252834980.000000000000000      -1370.902       -717.886       1605.858          0.005          0.003          0.007
252834990.000000000000000      -1291.004       -675.758       1510.332          0.004         -0.000          0.006
252835000.000000000000000      -1207.567       -631.823       1410.260         -0.003          0.000          0.017
252835010.000000000000000      -1121.949       -586.812       1307.163          0.008          0.001          0.024
252835020.000000000000000          0.000          0.000          0.000          0.005          0.001          0.008
252835030.000000000000000       -148.480        -77.645        159.201          0.008          0.005          0.010
252835040.000000000000000       -160.447        -83.945        171.625          0.012          0.008          0.002
252835050.000000000000000       -173.088        -90.604        184.710          0.004          0.002          0.010
252835060.000000000000000       -186.000        -97.404        198.045         -0.006         -0.003          0.025
252835070.000000000000000       -198.769       -104.125        211.192         -0.005          0.001          0.023
252835090.000000000000000      -6891.179      -3692.362       5678.754          0.007          0.017          0.007
252835100.000000000000000     -10348.620      -5510.331       8785.424          0.012          0.007         -0.011
252835110.000000000000000     -13578.919      -7208.685      11689.593          0.005          0.006          0.009
252835120.000000000000000     -16547.055      -8769.019      14361.192          0.012          0.008          0.005
252835130.000000000000000     -19219.657     -10173.765      16771.749          0.013          0.008         -0.002
252835150.000000000000000      -1713.997       -899.508       1335.176          0.003          0.001          0.022
252835160.000000000000000      -1624.872       -852.447       1264.501          0.003          0.002          0.023
252835170.000000000000000      -1529.816       -802.311       1188.930          0.004          0.003          0.018
252835180.000000000000000      -1430.492       -749.974       1109.687          0.006          0.003          0.012
252835190.000000000000000      -1328.536       -696.296       1027.975         -0.001          0.000          0.015
252835210.000000000000000       -173.462        -90.762        122.516         -0.006         -0.003          0.007
252835220.000000000000000       -187.377        -98.072        131.992         -0.002         -0.001          0.004
252835230.000000000000000       -202.056       -105.782        141.967          0.001          0.002          0.019
252835240.000000000000000       -217.039       -113.655        152.107          0.008          0.003          0.020
252835250.000000000000000       -231.871       -121.442        162.109          0.005          0.004          0.021
252835270.000000000000000         -2.782         -1.863          7.493          0.068         -0.016         -0.027
252835280.000000000000000        -35.041        -18.773         31.119         -0.025         -0.028          0.102
252835290.000000000000000        -69.624        -36.931         56.382          0.003         -0.004          0.017
252835300.000000000000000       -105.560        -55.817         82.746          0.000         -0.016          0.009
252835310.000000000000000       -141.631        -74.759        109.273          0.002         -0.011          0.011
252835330.000000000000000         -3.305         -2.063          7.299         -0.005         -0.001          0.017
252835340.000000000000000        -36.798        -19.622         28.307         -0.007          0.003          0.015
252835350.000000000000000        -72.828        -38.520         50.978          0.004          0.002          0.013
252835360.000000000000000       -110.240        -58.135         74.564          0.011          0.008          0.007
252835370.000000000000000       -147.814        -77.836         98.305          0.004          0.002          0.013
252835390.000000000000000         76.069         39.549        -29.918          0.006          0.005          0.010
252835400.000000000000000         74.298         38.623        -28.873          0.004          0.005          0.008
252835410.000000000000000         70.972         36.887        -27.155         -0.000          0.003          0.013
252835420.000000000000000         66.219         34.412        -24.846         -0.001          0.004          0.005
252835430.000000000000000         60.190         31.265        -22.000          0.001         -0.000          0.008
252835450.000000000000000      -2010.664      -1041.268        624.239          0.009          0.007          0.012
252835460.000000000000000      -1905.703       -986.719        590.640          0.011          0.009          0.008
252835470.000000000000000      -1793.731       -928.555        554.631          0.000          0.003          0.014
252835480.000000000000000      -1676.650       -867.754        516.728          0.002          0.010          0.016
252835490.000000000000000      -1556.363       -805.314        477.459          0.001          0.008          0.016
252835510.000000000000000      -2044.547      -1054.775        471.073         -0.013         -0.003          0.018
252835520.000000000000000      -1937.754       -999.511        445.486         -0.015         -0.005          0.022
252835530.000000000000000      -1823.786       -940.557        417.999         -0.000          0.003          0.013
252835540.000000000000000      -1704.626       -878.934        389.018          0.009          0.009          0.010
252835550.000000000000000      -1582.197       -815.635        358.925          0.004          0.006          0.016
252835570.000000000000000       -202.561       -104.184         36.123         -0.004          0.008          0.013
252835580.000000000000000       -218.700       -112.497         38.691         -0.000          0.004          0.013
252835590.000000000000000       -235.715       -121.256         41.369         -0.001         -0.000          0.016
252835600.000000000000000       -253.073       -130.181         44.063          0.002          0.006          0.008
252835610.000000000000000       -270.250       -139.019         46.717         -0.010         -0.002          0.014
252835630.000000000000000         -5.308         -2.917          5.615         -0.001          0.005          0.014
252835640.000000000000000        -43.157        -22.432         13.014         -0.009          0.005          0.013
252835650.000000000000000        -83.894        -43.449         21.040         -0.009         -0.001          0.015
252835660.000000000000000       -126.206        -65.277         29.421         -0.010         -0.005          0.014
252835670.000000000000000       -168.695        -87.198         37.875         -0.008         -0.006          0.008
252835740.000000000000000          0.000          0.000          0.000         -0.006         -0.003          0.015
252835750.000000000000000       -205.299       -104.350        -10.142         -0.008          0.012          0.004
252835760.000000000000000       -221.609       -112.645        -11.243         -0.007          0.004          0.015
252835770.000000000000000       -238.792       -121.379        -12.446         -0.003         -0.002          0.016
252835780.000000000000000       -256.327       -130.281        -13.696         -0.006         -0.003          0.020
252835790.000000000000000       -273.662       -139.080        -14.964         -0.011         -0.004          0.017
252835810.000000000000000         -6.265         -3.256          4.294         -0.002         -0.006          0.016
252835820.000000000000000        -44.736        -22.850          3.038          0.001         -0.008          0.020
252835830.000000000000000        -86.172        -43.947          1.735         -0.004         -0.002          0.017
252835840.000000000000000       -129.215        -65.867          0.424         -0.012          0.002          0.010
252835850.000000000000000       -172.448        -87.895         -0.846         -0.017         -0.001          0.007
252835860.000000000000000          0.000          0.000          0.000         -0.007         -0.002          0.015
252835870.000000000000000      -8370.559      -4192.473      -2324.071         -0.017         -0.003          0.011
252835880.000000000000000     -12729.715      -6386.654      -3310.378         -0.014         -0.003          0.013
252835890.000000000000000     -16803.510      -8437.118      -4230.808         -0.006         -0.002          0.016
252835900.000000000000000     -20548.805     -10322.199      -5074.450         -0.018         -0.016          0.012
252835910.000000000000000     -23924.458     -12021.228      -5830.785         -0.004         -0.008          0.016
252835920.000000000000000          0.000          0.000          0.000         -0.005         -0.001          0.018
252835930.000000000000000         -6.777         -3.383          3.306         -0.016          0.002          0.015
252835940.000000000000000        -44.813        -22.595         -3.716         -0.017         -0.004          0.017
252835950.000000000000000        -85.765        -43.284        -11.226         -0.006         -0.001          0.015
252835960.000000000000000       -128.329        -64.783        -18.977         -0.013         -0.000          0.017
252835970.000000000000000       -171.082        -86.390        -26.722         -0.016         -0.005          0.017
252835990.000000000000000       1847.625        931.315        402.482         -0.018          0.002          0.008
252836000.000000000000000       1595.285        804.355        336.424         -0.023          0.001          0.010
252836010.000000000000000       1337.562        674.651        269.867         -0.010         -0.001          0.014
252836020.000000000000000       1081.275        545.649        204.537         -0.010         -0.004          0.016
252836030.000000000000000        832.921        420.618        142.051         -0.008         -0.002          0.018
252836100.000000000000000          0.000          0.000          0.000         -0.009          0.002          0.015
252836170.000000000000000       -179.708        -89.307       -113.263         -0.011         -0.005          0.008
252836180.000000000000000       -193.868        -96.321       -122.533         -0.012         -0.007          0.011
252836190.000000000000000       -208.767       -103.689       -132.325         -0.005          0.004          0.017
252836200.000000000000000       -223.980       -111.215       -142.354         -0.023         -0.002          0.006
252836210.000000000000000       -238.976       -118.643       -152.272         -0.010         -0.002          0.009
252836230.000000000000000       -172.540        -85.619       -126.451         -0.006          0.005          0.017
252836240.000000000000000       -186.112        -92.323       -136.757         -0.001          0.012          0.018
252836250.000000000000000       -200.413        -99.391       -147.651         -0.008          0.006          0.014
252836260.000000000000000       -214.967       -106.585       -158.775          0.007          0.007          0.022
252836270.000000000000000       -229.372       -113.699       -169.809         -0.009         -0.000          0.013
252836280.000000000000000          0.000          0.000          0.000         -0.005          0.006          0.014
252836350.000000000000000       -155.853        -77.339       -151.105         -0.014          0.005          0.011
252836360.000000000000000       -168.070        -83.375       -163.349         -0.012          0.004          0.010
252836370.000000000000000       -180.927        -89.718       -176.272         -0.009          0.010          0.011
252836380.000000000000000       -194.033        -96.192       -189.489         -0.012          0.004         -0.001
252836390.000000000000000       -206.965       -102.577       -202.559         -0.005          0.005          0.000
252836400.000000000000000          0.000          0.000          0.000         -0.008          0.009          0.010
252836410.000000000000000       -146.390        -72.782       -162.432         -0.013          0.012          0.007
252836420.000000000000000       -157.846        -78.450       -175.560         -0.014          0.010          0.012
252836430.000000000000000       -169.891        -84.409       -189.420         -0.008          0.010          0.012
252836440.000000000000000       -182.157        -90.478       -203.579          0.002          0.010          0.011
252836450.000000000000000       -194.276        -96.475       -217.586          0.002          0.004          0.016
252836460.000000000000000          0.000          0.000          0.000         -0.005          0.011          0.011
252836470.000000000000000       -136.202        -67.983       -173.032          0.006          0.016          0.014
252836480.000000000000000       -146.843        -73.264       -186.997         -0.003          0.013          0.008
252836490.000000000000000       -158.033        -78.816       -201.727         -0.009          0.010          0.007
252836500.000000000000000       -169.416        -84.466       -216.763         -0.002          0.012          0.014
252836510.000000000000000       -180.657        -90.042       -231.652          0.001          0.014          0.010
252836590.000000000000000         -7.235         -2.975         -2.648         -0.018         -0.008         -0.006
252836600.000000000000000        -31.199        -14.927        -36.507         -0.008          0.005          0.005
252836610.000000000000000        -57.051        -27.829        -72.942         -0.008          0.012          0.008
252836620.000000000000000        -83.963        -41.265       -110.775         -0.033          0.008         -0.005
252836630.000000000000000       -110.981        -54.767       -148.728         -0.017          0.018          0.004
252836650.000000000000000         -7.054         -2.831         -3.146          0.001          0.013          0.013
252836660.000000000000000        -28.916        -13.825        -38.744         -0.001          0.015          0.005
252836670.000000000000000        -52.503        -25.696        -77.036         -0.011          0.010          0.005
252836680.000000000000000        -77.040        -38.046       -116.800         -0.022          0.009         -0.008
252836690.000000000000000       -101.701        -50.472       -156.705         -0.020          0.008         -0.008
252836700.000000000000000          0.000          0.000          0.000         -0.010          0.011          0.007
252836710.000000000000000      -3258.400      -1652.168      -8930.205         -0.005          0.018          0.019
252836720.000000000000000      -5108.215      -2620.606     -13452.555          0.000          0.018          0.011
252836730.000000000000000      -6837.892      -3526.078     -17678.053         -0.011          0.011          0.006
252836740.000000000000000      -8429.937      -4359.375     -21561.261         -0.010          0.012         -0.002
252836750.000000000000000      -9867.807      -5111.798     -25058.836         -0.003          0.012          0.001
252836770.000000000000000         -6.644         -2.555         -4.133         -0.004          0.008          0.013
252836780.000000000000000        -23.964        -11.525        -42.686         -0.006          0.009          0.007
252836790.000000000000000        -42.660        -21.212        -84.168         -0.009          0.010          0.007
252836800.000000000000000        -62.115        -31.305       -127.244         -0.010          0.004          0.001
252836810.000000000000000        -81.687        -41.460       -170.480         -0.009          0.003          0.007
252836830.000000000000000         -6.399         -2.391         -4.608         -0.016          0.015          0.008
252836840.000000000000000        -21.311        -10.317        -44.372         -0.013          0.018          0.012
252836850.000000000000000        -37.411        -18.886        -87.182         -0.008          0.012          0.003
252836860.000000000000000        -54.172        -27.804       -131.617         -0.002          0.014          0.011
252836870.000000000000000        -71.045        -36.793       -176.240         -0.001          0.007          0.013
252836890.000000000000000         -6.109         -2.222         -5.052         -0.011          0.020          0.016
252836900.000000000000000        -18.543         -9.101        -45.864         -0.011          0.011          0.013
252836910.000000000000000        -31.975        -16.527        -89.793         -0.009          0.010          0.011
252836920.000000000000000        -45.969        -24.272       -135.416         -0.008          0.002          0.003
252836930.000000000000000        -60.059        -32.066       -181.215         -0.008          0.002          0.007
252836950.000000000000000        -35.646        -24.361       -226.659         -0.008          0.011         -0.013
252836960.000000000000000        -38.218        -26.141       -244.720         -0.007          0.012         -0.001
252836970.000000000000000        -40.900        -28.009       -263.762         -0.008          0.008          0.005
252836980.000000000000000        -43.605        -29.901       -283.190         -0.001          0.006          0.015
252836990.000000000000000        -46.269        -31.762       -302.407         -0.006          0.005          0.015
252837000.000000000000000          0.000          0.000          0.000         -0.006          0.008          0.010
252837010.000000000000000        -21.503        -18.682       -228.992         -0.007          0.001          0.001
252837020.000000000000000        -22.947        -20.015       -247.231         -0.009         -0.003          0.002
252837030.000000000000000        -24.439        -21.391       -266.451         -0.007          0.008          0.007
252837040.000000000000000        -25.944        -22.795       -286.073         -0.014          0.007         -0.002
252837050.000000000000000        -27.407        -24.173       -305.464         -0.018          0.008         -0.002
252837070.000000000000000         -5.089         -1.710         -6.253         -0.011          0.000          0.009
252837080.000000000000000         -9.735         -5.376        -49.069         -0.013         -0.002          0.017
252837090.000000000000000        -14.780         -9.341        -95.183         -0.008          0.006          0.010
252837100.000000000000000        -20.060        -13.494       -143.047          0.001          0.003          0.034
252837110.000000000000000        -25.411        -17.688       -191.145         -0.003          0.001          0.032
252837130.000000000000000         -4.688         -1.524         -6.583         -0.002          0.000          0.021
252837140.000000000000000         -6.660         -4.124        -49.694         -0.000          0.003          0.025
252837150.000000000000000         -8.839         -6.951        -96.126         -0.007          0.005          0.016
252837160.000000000000000        -11.138         -9.905       -144.349         -0.006          0.014          0.015
252837170.000000000000000        -13.490        -12.915       -192.769         -0.012          0.002          0.028
252837180.000000000000000          0.000          0.000          0.000         -0.008          0.004          0.012
252837250.000000000000000         -3.843         -1.141         -7.191         -0.008          0.000          0.018
252837260.000000000000000         -0.431         -1.656        -50.315         -0.011          0.004          0.007
252837270.000000000000000          3.197         -2.243        -96.736         -0.010          0.002          0.015
252837280.000000000000000          6.922         -2.872       -144.975         -0.011          0.003          0.010
252837290.000000000000000         10.626         -3.525       -193.421         -0.012          0.005          0.015
252837310.000000000000000         50.134          8.642       -225.264         -0.009          0.001          0.023
252837320.000000000000000         54.388          9.476       -243.112         -0.005          0.002          0.017
252837330.000000000000000         58.893         10.367       -261.919         -0.006          0.003          0.004
252837340.000000000000000         63.517         11.290       -281.089         -0.004          0.008         -0.000
252837350.000000000000000         68.103         12.209       -300.026         -0.007          0.012          0.003
252837370.000000000000000        699.536        159.619      -2239.417         -0.004          0.003         -0.010
252837380.000000000000000        663.890        151.235      -2121.887         -0.008          0.004          0.003
252837390.000000000000000        625.981        142.408      -1996.417         -0.005          0.003          0.008
252837400.000000000000000        586.516        133.322      -1865.079         -0.012          0.008          0.046
252837410.000000000000000        546.216        124.131      -1730.002         -0.009          0.001          0.054
252837420.000000000000000          0.000          0.000          0.000         -0.007          0.003          0.010
252837430.000000000000000         -2.435         -0.568         -7.845         -0.003         -0.002          0.014
252837440.000000000000000          8.983          1.874        -49.513         -0.005          0.002          0.015
252837450.000000000000000         21.234          4.476        -94.401         -0.005          0.003          0.012
252837460.000000000000000         33.918          7.163       -141.058         -0.005          0.009         -0.006
252837470.000000000000000         46.624          9.831       -187.911         -0.003          0.004         -0.002
252837490.000000000000000       4327.757       1251.377      -8551.571         -0.004          0.009          0.002
252837500.000000000000000       6392.269       1794.132     -13063.661         -0.004          0.004          0.021
252837510.000000000000000       8320.461       2300.838     -17280.682         -0.004          0.003          0.012
252837520.000000000000000      10090.847       2765.736     -21158.202         -0.007         -0.005          0.023
252837530.000000000000000      11682.867       3183.329     -24653.996         -0.012         -0.002          0.046
252837550.000000000000000        104.666         27.760       -204.188         -0.003          0.007         -0.002
252837560.000000000000000        113.225         30.093       -220.278         -0.006          0.006         -0.005
252837570.000000000000000        122.275         32.557       -237.195         -0.005          0.002          0.015
252837580.000000000000000        131.531         35.079       -254.490         -0.001         -0.003         -0.014
252837590.000000000000000        140.698         37.579       -271.530         -0.001         -0.007          0.001
252837610.000000000000000         -0.918          0.000         -8.185         -0.006          0.002          0.017
252837620.000000000000000         18.124          5.093        -46.709         -0.010          0.003          0.040
252837630.000000000000000         38.597         10.556        -88.269         -0.003          0.002          0.013
252837640.000000000000000         59.817         16.207       -131.443         -0.003         -0.002          0.006
252837650.000000000000000         81.101         21.873       -174.821          0.000         -0.001          0.005
252837660.000000000000000          0.000          0.000          0.000         -0.007          0.000          0.016
252837670.000000000000000         -0.389          0.184         -8.251          0.002          0.005         -0.009
252837680.000000000000000         21.052          6.081        -45.374         -0.005          0.009          0.024
252837690.000000000000000         44.101         12.398        -85.424         -0.007          0.000          0.012
252837700.000000000000000         68.010         18.946       -127.025         -0.007         -0.007          0.027
252837710.000000000000000         91.992         25.514       -168.856         -0.007         -0.006          0.019
252837720.000000000000000          0.000          0.000          0.000         -0.003         -0.001          0.016
252837730.000000000000000       6333.478       1882.802      -7063.481         -0.007          0.002          0.012
252837740.000000000000000       9460.682       2771.391     -10855.735         -0.015         -0.004          0.021
252837750.000000000000000      12382.127       3601.343     -14400.359         -0.004         -0.002          0.019
252837760.000000000000000      15065.864       4363.537     -17660.340         -0.014         -0.009          0.041
252837770.000000000000000      17481.449       5049.286     -20600.600         -0.015         -0.008          0.021
252837790.000000000000000       1586.981        452.244      -1679.336          0.003          0.000          0.017
252837800.000000000000000       1504.646        428.489      -1590.758         -0.004          0.000          0.022
252837810.000000000000000       1416.880        403.225      -1496.119         -0.005         -0.003          0.018
252837820.000000000000000       1325.232        376.902      -1396.946         -0.005         -0.006          0.030
252837830.000000000000000       1231.224        349.962      -1294.790          0.002         -0.004          0.030
252837850.000000000000000        162.853         46.257       -157.593         -0.007         -0.016          0.035
252837860.000000000000000        175.975         50.030       -169.889         -0.019         -0.014          0.043
252837870.000000000000000        189.852         54.022       -182.858         -0.002         -0.002          0.016
252837880.000000000000000        204.017         58.090       -196.034          0.007          0.001          0.023
252837890.000000000000000        218.025         62.121       -209.063          0.006          0.009          0.008
252837970.000000000000000      -1506.227       -434.818       1419.741         -0.027         -0.007          0.023
252837980.000000000000000      -1291.878       -373.357       1232.509         -0.024         -0.008          0.018
252837990.000000000000000      -1073.627       -310.752       1040.719         -0.001         -0.004          0.016
252838000.000000000000000       -857.292       -248.673        849.491         -0.004         -0.009          0.013
252838010.000000000000000       -648.279       -188.663        663.693          0.002         -0.003          0.019
252838030.000000000000000        189.854         53.940       -120.842          0.005         -0.008          0.032
252838040.000000000000000        205.076         58.296       -130.191         -0.009         -0.008          0.029
252838050.000000000000000        221.150         62.890       -140.020         -0.005         -0.009          0.021
252838060.000000000000000        237.543         67.575       -150.015         -0.019         -0.014          0.022
252838070.000000000000000        253.779         72.214       -159.879         -0.013         -0.014          0.019
252838080.000000000000000          0.000          0.000          0.000         -0.001         -0.005          0.020
252838090.000000000000000          3.203          1.234         -7.481         -0.002         -0.013          0.033
252838100.000000000000000         38.406         11.296        -30.669         -0.022         -0.022          0.030
252838110.000000000000000         76.322         22.147        -55.691         -0.007         -0.007          0.021
252838120.000000000000000        115.655         33.390        -81.716         -0.022         -0.012          0.018
252838130.000000000000000        155.159         44.679       -107.892         -0.021         -0.013          0.017
252838150.000000000000000       8738.944       2507.832      -3333.269          0.008         -0.007          0.021
252838160.000000000000000      13180.409       3764.101      -5257.538          0.021         -0.006          0.017
252838170.000000000000000      17330.396       4937.807      -7056.904          0.002         -0.005          0.018
252838180.000000000000000      21144.353       6016.356      -8713.287         -0.015         -0.006          0.014
252838190.000000000000000      24579.813       6987.742     -10209.541          0.017         -0.005          0.019
252838200.000000000000000          0.000          0.000          0.000         -0.004         -0.006          0.017
252838260.000000000000000          0.000          0.000          0.000         -0.001         -0.011          0.026
252838270.000000000000000      -1873.512       -533.078        828.643         -0.038         -0.021          0.023
252838280.000000000000000      -1611.530       -459.036        724.676         -0.016         -0.016          0.024
252838290.000000000000000      -1344.454       -383.511        617.723         -0.012         -0.012          0.024
252838300.000000000000000      -1079.359       -308.516        510.656         -0.020         -0.016          0.018
252838310.000000000000000       -822.906       -235.925        406.226         -0.018         -0.013          0.020
252838330.000000000000000        217.931         60.585        -49.632         -0.040         -0.025          0.023
252838340.000000000000000        235.323         65.429        -53.278         -0.035         -0.023          0.021
252838350.000000000000000        253.672         70.543        -57.085         -0.014         -0.011          0.024
252838360.000000000000000        272.364         75.744        -60.944         -0.023         -0.014          0.025
252838370.000000000000000        290.860         80.887        -64.734         -0.019         -0.016          0.027
252838390.000000000000000       2254.845        622.091       -298.830         -0.016         -0.016          0.024
252838400.000000000000000       2136.967        589.439       -282.245         -0.020         -0.014          0.025
252838410.000000000000000       2011.184        554.611       -264.382         -0.021         -0.013          0.024
252838420.000000000000000       1879.648        518.195       -245.459         -0.022         -0.019          0.022
252838430.000000000000000       1744.467        480.786       -225.694         -0.022         -0.017          0.019
252838440.000000000000000          0.000          0.000          0.000         -0.020         -0.013          0.024
252838450.000000000000000      -1998.189       -558.104        425.148         -0.032         -0.028          0.027
252838460.000000000000000      -1721.091       -481.158        377.334         -0.037         -0.019          0.027
252838470.000000000000000      -1438.382       -402.626        327.649         -0.021         -0.015          0.026
252838480.000000000000000      -1157.590       -324.591        277.449         -0.010         -0.012          0.021
252838490.000000000000000       -885.808       -249.026        228.049         -0.012         -0.014          0.024
252838500.000000000000000          0.000          0.000          0.000         -0.020         -0.015          0.026
252838510.000000000000000      -2022.317       -560.897        286.017         -0.006          0.002          0.024
252838520.000000000000000      -1742.561       -483.732        257.451          0.021          0.013          0.012
252838530.000000000000000      -1457.173       -404.996        227.432         -0.021         -0.015          0.025
252838540.000000000000000      -1173.623       -326.718        196.763         -0.027         -0.019          0.029
252838550.000000000000000       -899.098       -250.891        166.255         -0.023         -0.014          0.025
252838570.000000000000000        223.360         60.567         11.732         -0.028         -0.020          0.023
252838580.000000000000000        241.124         65.377         12.972         -0.005         -0.015          0.024
252838590.000000000000000        259.804         70.437         14.309         -0.019         -0.016          0.024
252838600.000000000000000        278.872         75.600         15.701         -0.018         -0.014          0.025
252838610.000000000000000        297.717         80.699         17.100         -0.020         -0.016          0.026
252838620.000000000000000          0.000          0.000          0.000         -0.018         -0.016          0.025
252838680.000000000000000          0.000          0.000          0.000         -0.016         -0.017          0.023
252838690.000000000000000        220.137         58.949         42.385         -0.011         -0.010          0.024
252838700.000000000000000        237.592         63.611         46.053         -0.002         -0.007          0.021
252838710.000000000000000        255.960         68.509         49.955         -0.012         -0.015          0.023
252838720.000000000000000        274.691         73.510         53.954         -0.024         -0.016          0.019
252838730.000000000000000        293.218         78.448         57.940         -0.020         -0.020          0.024
252838750.000000000000000        217.038         57.762         57.461         -0.011         -0.018          0.020
252838760.000000000000000        234.217         62.321         62.325         -0.014         -0.017          0.019
252838770.000000000000000        252.308         67.120         67.486         -0.020         -0.018          0.023
252838780.000000000000000        270.752         72.011         72.778         -0.031         -0.019          0.029
252838790.000000000000000        288.996         76.845         78.026         -0.024         -0.018          0.028
252838810.000000000000000          7.518          1.927         -2.762         -0.020         -0.021          0.016
252838820.000000000000000         48.323         12.804          7.386         -0.019         -0.018          0.017
252838830.000000000000000         92.274         24.521         18.263         -0.019         -0.017          0.021
252838840.000000000000000        137.935         36.701         29.512         -0.023         -0.015          0.022
252838850.000000000000000        183.803         48.941         40.768         -0.032         -0.015          0.020
252838870.000000000000000      -1977.550       -525.155       -553.828         -0.011         -0.015          0.017
252838880.000000000000000      -1708.218       -453.792       -467.139         -0.011         -0.014          0.014
252838890.000000000000000      -1433.058       -380.865       -379.495         -0.013         -0.015          0.020
252838900.000000000000000      -1159.381       -308.313       -293.191         -0.010         -0.017          0.030
252838910.000000000000000       -894.137       -237.976       -210.390         -0.029         -0.023          0.026
252838920.000000000000000          0.000          0.000          0.000         -0.012         -0.013          0.021
252838930.000000000000000       8176.622       2092.970       4775.215         -0.053         -0.016          0.016
252838940.000000000000000      12495.277       3219.014       7049.268         -0.071         -0.018          0.015
252838950.000000000000000      16531.618       4271.379       9173.185         -0.013         -0.014          0.021
252838960.000000000000000      20243.060       5239.025      11123.338         -0.009         -0.014          0.023
252838970.000000000000000      23589.249       6111.470      12877.133         -0.021         -0.014          0.020
252838980.000000000000000          0.000          0.000          0.000         -0.015         -0.014          0.019
252838990.000000000000000       1961.019        509.525       1211.611         -0.008         -0.010          0.017
252839000.000000000000000       1857.883        482.850       1149.004         -0.004         -0.009          0.017
252839010.000000000000000       1747.722        454.327       1082.335         -0.014         -0.012          0.019
252839020.000000000000000       1632.434        424.433       1012.826          0.025         -0.014          0.036
252839030.000000000000000       1513.721        393.632        941.620          0.017         -0.015          0.034
252839100.000000000000000          0.000          0.000          0.000         -0.013         -0.012          0.020
252839110.000000000000000        178.742         46.517        140.333          0.005         -0.012          0.022
252839120.000000000000000        192.782         50.141        151.730          0.013         -0.013          0.021
252839130.000000000000000        207.523         53.957        163.766         -0.013         -0.012          0.021
252839140.000000000000000        222.564         57.840        176.051         -0.021         -0.014          0.007
252839150.000000000000000        237.441         61.678        188.232         -0.006         -0.013          0.011
252839160.000000000000000          0.000          0.000          0.000         -0.009         -0.013          0.019
252839170.000000000000000        169.309         44.098        152.302         -0.012         -0.013          0.020
252839180.000000000000000        182.573         47.525        164.637         -0.016         -0.015          0.019
252839190.000000000000000        196.539         51.134        177.658         -0.011         -0.012          0.018
252839200.000000000000000        210.777         54.806        190.958          0.003         -0.013          0.013
252839210.000000000000000        224.821         58.432        204.130          0.002         -0.013          0.016
252839230.000000000000000          8.067          1.660          1.061          0.058         -0.004          0.050
252839240.000000000000000         40.150          9.979         29.086          0.012         -0.011          0.026
252839250.000000000000000         74.757         18.959         59.241         -0.012         -0.012          0.020
252839260.000000000000000        110.739         28.298         90.529         -0.033         -0.016          0.011
252839270.000000000000000        146.934         37.695        121.928         -0.026         -0.016          0.006
252839290.000000000000000          7.935          1.583          1.581          0.001         -0.006          0.027
252839300.000000000000000         38.185          9.437         31.774         -0.002         -0.005          0.027
252839310.000000000000000         70.787         17.903         64.243         -0.013         -0.011          0.022
