                  Time        error x        error y        error z       error 3d
 54467.777430555557657         -0.160          0.040          0.055          0.174
 54467.777546296296350         -0.137          0.051          0.052          0.155
 54467.777662037035043         -0.111          0.051          0.046          0.130
 54467.777777777781012         -0.081          0.020          0.035          0.091
 54467.777893518519704         -0.046         -0.006          0.014          0.049
 54467.778009259258397          0.000          0.000          0.000          0.000
 54467.778124999997090          0.025          0.009         -0.092          0.096
 54467.778240740743058          0.054          0.017         -0.178          0.187
 54467.778356481481751          0.092          0.025         -0.260          0.277
 54467.778472222220444          0.128          0.034         -0.336          0.361
 54467.778587962959136          0.174          0.063         -0.404          0.445
 54467.778703703705105          0.218          0.085         -0.461          0.517
 54467.778819444443798          0.265          0.103         -0.518          0.591
 54467.778935185182490          0.322          0.144         -0.553          0.656
 54467.779050925928459          0.363          0.168         -0.585          0.709
 54467.779166666667152          0.400          0.195         -0.609          0.755
 54467.779282407405844          0.433          0.216         -0.623          0.789
 54467.779398148144537          0.468          0.245         -0.623          0.817
 54467.779513888890506          0.495          0.275         -0.609          0.831
 54467.779629629629198          0.517          0.291         -0.598          0.842
 54467.779745370367891          0.532          0.314         -0.573          0.842
 54467.779861111113860          0.526          0.312         -0.548          0.821
 54467.779976851852552          0.516          0.311         -0.527          0.800
 54467.780092592591245          0.507          0.310         -0.488          0.769
 54467.780208333329938          0.499          0.317         -0.448          0.742
 54467.780324074075907          0.485          0.319         -0.396          0.703
 54467.780439814814599          0.455          0.307         -0.358          0.655
 54467.780555555553292          0.415          0.282         -0.316          0.593
 54467.780671296299261          0.373          0.254         -0.272          0.527
 54467.780787037037953          0.339          0.254         -0.221          0.478
 54467.780902777776646          0.278          0.197         -0.186          0.388
 54467.781018518515339          0.235          0.182         -0.134          0.326
 54467.781134259261307          0.169          0.129         -0.108          0.238
 54467.781250000000000          0.115          0.090         -0.064          0.160
 54467.781365740738693          0.062          0.050         -0.032          0.086
 54467.781481481484661          0.000          0.000          0.000          0.000
 54467.781597222223354         -0.029         -0.003         -0.009          0.031
 54467.781712962962047         -0.050         -0.000         -0.019          0.053
 54467.781828703700739         -0.070          0.005         -0.036          0.079
 54467.781944444446708         -0.090         -0.000         -0.048          0.102
 54467.782060185185401         -0.105         -0.002         -0.068          0.125
 54467.782175925924093         -0.116          0.006         -0.092          0.148
 54467.782291666670062         -0.131          0.011         -0.110          0.171
 54467.782407407408755         -0.139          0.020         -0.133          0.193
 54467.782523148147448         -0.137          0.032         -0.152          0.207
 54467.782638888886140         -0.142          0.039         -0.179          0.231
 54467.782754629632109         -0.141          0.054         -0.194          0.245
 54467.782870370370802         -0.136          0.067         -0.208          0.257
 54467.782986111109494         -0.131          0.076         -0.226          0.272
 54467.783101851848187         -0.124          0.089         -0.238          0.283
 54467.783217592594156         -0.116          0.101         -0.250          0.294
 54467.783333333332848         -0.104          0.109         -0.251          0.293
 54467.783449074071541         -0.091          0.120         -0.247          0.290
 54467.783564814817510         -0.083          0.126         -0.244          0.287
 54467.783680555556202         -0.068          0.132         -0.230          0.274
 54467.783796296294895         -0.050          0.131         -0.222          0.262
 54467.783912037033588         -0.041          0.136         -0.206          0.251
 54467.784027777779556         -0.035          0.130         -0.193          0.235
 54467.784143518518249         -0.032          0.120         -0.173          0.213
 54467.784259259256942         -0.018          0.119         -0.155          0.197
 54467.784375000002910         -0.009          0.105         -0.138          0.173
 54467.784490740741603          0.005          0.093         -0.105          0.140
 54467.784606481480296          0.002          0.066         -0.080          0.104
 54467.784722222218988          0.005          0.049         -0.052          0.072
 54467.784837962964957         -0.006          0.022         -0.027          0.035
 54467.784953703703650          0.000          0.000          0.000          0.000
 54467.785069444442343          0.006         -0.011          0.033          0.035
 54467.785185185188311          0.003         -0.021          0.062          0.065
 54467.785300925927004          0.002         -0.036          0.098          0.104
 54467.785416666665697         -0.005         -0.048          0.136          0.145
 54467.785532407404389         -0.012         -0.062          0.153          0.165
 54467.785648148150358         -0.020         -0.082          0.173          0.193
 54467.785763888889051         -0.028         -0.102          0.202          0.227
 54467.785879629627743         -0.033         -0.121          0.220          0.253
 54467.785995370373712         -0.042         -0.141          0.223          0.267
 54467.786111111112405         -0.052         -0.160          0.222          0.278
 54467.786226851851097         -0.061         -0.176          0.218          0.287
 54467.786342592589790         -0.062         -0.189          0.229          0.303
 54467.786458333335759         -0.072         -0.209          0.205          0.301
 54467.786574074074451         -0.081         -0.220          0.206          0.312
 54467.786689814813144         -0.083         -0.231          0.193          0.312
 54467.786805555551837         -0.082         -0.232          0.177          0.303
 54467.786921296297805         -0.088         -0.231          0.156          0.293
 54467.787037037036498         -0.086         -0.225          0.130          0.274
 54467.787152777775191         -0.085         -0.227          0.109          0.266
 54467.787268518521159         -0.081         -0.225          0.091          0.255
 54467.787384259259852         -0.077         -0.207          0.064          0.230
 54467.787499999998545         -0.073         -0.189          0.051          0.209
 54467.787615740737238         -0.064         -0.171          0.052          0.190
 54467.787731481483206         -0.060         -0.151          0.032          0.165
 54467.787847222221899         -0.052         -0.129          0.017          0.140
 54467.787962962960592         -0.050         -0.109         -0.006          0.120
 54467.788078703706560         -0.040         -0.084         -0.018          0.095
 54467.788194444445253         -0.025         -0.057         -0.007          0.063
 54467.788310185183946         -0.014         -0.029         -0.004          0.032
 54467.788425925922638          0.000          0.000          0.000          0.000
 54467.788541666668607          0.030          0.023          0.037          0.052
 54467.788657407407300          0.059          0.049          0.079          0.110
 54467.788773148145992          0.099          0.078          0.083          0.151
 54467.788888888891961          0.134          0.106          0.141          0.221
 54467.789004629630654          0.167          0.135          0.175          0.277
 54467.789120370369346          0.199          0.162          0.228          0.343
 54467.789236111108039          0.227          0.180          0.260          0.389
 54467.789351851854008          0.245          0.195          0.271          0.414
 54467.789467592592700          0.269          0.214          0.320          0.470
 54467.789583333331393          0.294          0.234          0.380          0.535
 54467.789699074077362          0.306          0.246          0.436          0.586
 54467.789814814816054          0.317          0.258          0.470          0.623
 54467.789930555554747          0.330          0.262          0.484          0.641
 54467.790046296293440          0.336          0.269          0.511          0.668
 54467.790162037039408          0.337          0.265          0.540          0.690
 54467.790277777778101          0.327          0.257          0.554          0.692
 54467.790393518516794          0.319          0.248          0.593          0.717
 54467.790509259255487          0.309          0.231          0.590          0.705
 54467.790625000001455          0.290          0.220          0.570          0.676
 54467.790740740740148          0.268          0.208          0.561          0.655
 54467.790856481478841          0.243          0.190          0.534          0.617
 54467.790972222224809          0.222          0.159          0.505          0.574
 54467.791087962963502          0.200          0.138          0.469          0.528
 54467.791203703702195          0.173          0.111          0.431          0.477
 54467.791319444440887          0.142          0.094          0.375          0.412
 54467.791435185186856          0.112          0.072          0.333          0.358
 54467.791550925925549          0.085          0.047          0.256          0.274
 54467.791666666664241          0.056          0.029          0.171          0.182
 54467.791782407410210          0.028          0.011          0.094          0.099
 54467.791898148148903          0.000          0.000          0.000          0.000
 54467.792013888887595         -0.061         -0.035         -0.065          0.096
 54467.792129629626288         -0.117         -0.066         -0.138          0.193
 54467.792245370372257         -0.179         -0.093         -0.198          0.282
 54467.792361111110949         -0.227         -0.115         -0.273          0.373
 54467.792476851849642         -0.273         -0.133         -0.365          0.475
 54467.792592592595611         -0.314         -0.149         -0.441          0.562
 54467.792708333334303         -0.342         -0.153         -0.499          0.624
 54467.792824074072996         -0.368         -0.147         -0.544          0.673
 54467.792939814811689         -0.386         -0.149         -0.600          0.729
 54467.793055555557657         -0.394         -0.148         -0.675          0.795
 54467.793171296296350         -0.403         -0.147         -0.752          0.866
 54467.793287037035043         -0.401         -0.131         -0.744          0.855
 54467.793402777781012         -0.390         -0.118         -0.766          0.867
 54467.793518518519704         -0.376         -0.104         -0.785          0.877
 54467.793634259258397         -0.355         -0.087         -0.777          0.859
 54467.793749999997090         -0.336         -0.067         -0.781          0.853
 54467.793865740743058         -0.308         -0.056         -0.768          0.829
 54467.793981481481751         -0.288         -0.043         -0.751          0.805
 54467.794097222220444         -0.256         -0.024         -0.711          0.756
 54467.794212962959136         -0.219         -0.010         -0.670          0.705
 54467.794328703705105         -0.200         -0.002         -0.620          0.651
 54467.794444444443798         -0.173          0.003         -0.571          0.597
 54467.794560185182490         -0.156          0.013         -0.475          0.500
 54467.794675925928459         -0.126          0.014         -0.415          0.434
 54467.794791666667152         -0.093          0.014         -0.366          0.378
 54467.794907407405844         -0.067          0.019         -0.281          0.289
 54467.795023148144537         -0.057          0.015         -0.213          0.221
 54467.795138888890506         -0.029          0.012         -0.138          0.141
 54467.795254629629198         -0.012          0.010         -0.065          0.067
 54467.795370370367891          0.000          0.000          0.000          0.000
 54467.795486111113860          0.014         -0.012          0.053          0.056
 54467.795601851852552          0.021         -0.029          0.067          0.075
 54467.795717592591245          0.030         -0.045          0.124          0.136
 54467.795833333329938          0.032         -0.054          0.187          0.197
 54467.795949074075907          0.031         -0.073          0.248          0.260
 54467.796064814814599          0.023         -0.094          0.276          0.292
 54467.796180555553292          0.033         -0.106          0.280          0.301
 54467.796296296299261          0.026         -0.121          0.286          0.311
 54467.796412037037953          0.030         -0.132          0.318          0.345
 54467.796527777776646          0.026         -0.148          0.336          0.368
 54467.796643518515339          0.016         -0.164          0.338          0.376
 54467.796759259261307          0.015         -0.175          0.323          0.368
 54467.796875000000000          0.010         -0.184          0.356          0.400
 54467.796990740738693          0.003         -0.196          0.374          0.422
 54467.797106481484661         -0.006         -0.201          0.377          0.427
 54467.797222222223354         -0.009         -0.203          0.348          0.403
 54467.797337962962047         -0.010         -0.207          0.337          0.395
 54467.797453703700739         -0.014         -0.203          0.321          0.380
 54467.797569444446708         -0.026         -0.201          0.309          0.370
 54467.797685185185401         -0.034         -0.184          0.289          0.344
 54467.797800925924093         -0.032         -0.173          0.267          0.320
 54467.797916666670062         -0.037         -0.178          0.236          0.298
 54467.798032407408755         -0.029         -0.160          0.210          0.265
 54467.798148148147448         -0.032         -0.150          0.188          0.242
 54467.798263888886140         -0.035         -0.128          0.153          0.203
 54467.798379629632109         -0.055         -0.119          0.124          0.181
 54467.798495370370802         -0.051         -0.094          0.100          0.146
 54467.798611111109494         -0.022         -0.059          0.059          0.086
 54467.798726851848187         -0.018         -0.035          0.037          0.054
 54467.798842592594156          0.000          0.000          0.000          0.000
 54467.798958333332848         -0.003          0.018         -0.044          0.048
 54467.799074074071541         -0.002          0.046         -0.098          0.108
 54467.799189814817510         -0.026          0.043         -0.128          0.137
 54467.799305555556202         -0.003          0.073         -0.162          0.178
 54467.799421296294895         -0.001          0.095         -0.188          0.210
 54467.799537037033588          0.009          0.105         -0.218          0.242
 54467.799652777779556          0.002          0.126         -0.244          0.275
 54467.799768518518249         -0.007          0.124         -0.253          0.282
 54467.799884259256942          0.016          0.159         -0.270          0.314
 54467.800000000002910          0.010          0.161         -0.288          0.330
 54467.800115740741603          0.016          0.192         -0.301          0.358
 54467.800231481480296          0.021          0.185         -0.296          0.350
 54467.800347222218988          0.020          0.186         -0.294          0.349
 54467.800462962964957          0.012          0.184         -0.289          0.343
 54467.800578703703650          0.026          0.196         -0.282          0.344
 54467.800694444442343          0.017          0.182         -0.274          0.329
 54467.800810185188311         -0.007          0.143         -0.258          0.295
 54467.800925925927004          0.003          0.157         -0.249          0.295
 54467.801041666665697          0.024          0.161         -0.239          0.289
 54467.801157407404389          0.030          0.154         -0.222          0.272
 54467.801273148150358          0.005          0.124         -0.200          0.236
 54467.801388888889051          0.020          0.123         -0.186          0.224
 54467.801504629627743          0.009          0.105         -0.165          0.196
 54467.801620370373712          0.011          0.086         -0.150          0.173
 54467.801736111112405          0.022          0.082         -0.126          0.153
 54467.801851851851097          0.013          0.063         -0.091          0.111
 54467.801967592589790          0.007          0.041         -0.066          0.078
 54467.802083333335759          0.020          0.036         -0.056          0.069
 54467.802199074074451         -0.003          0.014         -0.025          0.029
 54467.802314814813144          0.000          0.000          0.000          0.000
 54467.802430555551837          0.042          0.024         -0.026          0.054
 54467.802546296297805          0.062          0.044         -0.050          0.091
 54467.802662037036498          0.087          0.069         -0.072          0.132
 54467.802777777775191          0.097          0.082         -0.093          0.157
 54467.802893518521159          0.108          0.104         -0.115          0.189
 54467.803009259259852          0.131          0.119         -0.138          0.225
 54467.803124999998545          0.156          0.141         -0.153          0.260
 54467.803240740737238          0.185          0.161         -0.171          0.299
 54467.803356481483206          0.192          0.166         -0.194          0.320
 54467.803472222221899          0.197          0.185         -0.201          0.337
 54467.803587962960592          0.214          0.200         -0.206          0.358
 54467.803703703706560          0.225          0.216         -0.219          0.381
 54467.803819444445253          0.231          0.221         -0.227          0.392
 54467.803935185183946          0.233          0.224         -0.226          0.394
 54467.804050925922638          0.245          0.234         -0.226          0.407
 54467.804166666668607          0.247          0.239         -0.228          0.413
 54467.804282407407300          0.241          0.228         -0.221          0.399
 54467.804398148145992          0.230          0.241         -0.209          0.393
 54467.804513888891961          0.242          0.233         -0.209          0.395
 54467.804629629630654          0.223          0.209         -0.190          0.360
 54467.804745370369346          0.206          0.208         -0.167          0.337
 54467.804861111108039          0.210          0.206         -0.161          0.335
 54467.804976851854008          0.191          0.180         -0.143          0.299
 54467.805092592592700          0.158          0.145         -0.122          0.247
 54467.805208333331393          0.149          0.145         -0.105          0.233
 54467.805324074077362          0.127          0.122         -0.095          0.200
 54467.805439814816054          0.092          0.089         -0.068          0.145
 54467.805555555554747          0.064          0.059         -0.043          0.097
 54467.805671296293440          0.041          0.032         -0.023          0.057
 54467.805787037039408          0.000          0.000          0.000          0.000
 54467.805902777778101          0.014         -0.007          0.046          0.049
 54467.806018518516794          0.024         -0.004          0.098          0.101
 54467.806134259255487          0.042         -0.011          0.143          0.150
 54467.806250000001455          0.043         -0.019          0.181          0.187
 54467.806365740740148          0.056         -0.008          0.218          0.226
 54467.806481481478841          0.067         -0.012          0.255          0.263
 54467.806597222224809          0.065         -0.035          0.289          0.298
 54467.806712962963502          0.064         -0.041          0.320          0.329
 54467.806828703702195          0.084         -0.041          0.341          0.353
 54467.806944444440887          0.069         -0.058          0.369          0.380
 54467.807060185186856          0.059         -0.067          0.382          0.392
 54467.807175925925549          0.074         -0.079          0.386          0.401
 54467.807291666664241          0.059         -0.080          0.399          0.411
 54467.807407407410210          0.051         -0.088          0.394          0.407
 54467.807523148148903          0.053         -0.092          0.395          0.409
 54467.807638888887595          0.049         -0.090          0.388          0.401
 54467.807754629626288          0.036         -0.090          0.384          0.396
 54467.807870370372257          0.056         -0.092          0.355          0.371
 54467.807986111110949          0.038         -0.089          0.342          0.356
 54467.808101851849642          0.041         -0.085          0.317          0.331
 54467.808217592595611          0.038         -0.076          0.292          0.304
 54467.808333333334303          0.029         -0.077          0.268          0.280
 54467.808449074072996          0.018         -0.063          0.242          0.250
 54467.808564814811689          0.013         -0.056          0.215          0.223
 54467.808680555557657          0.015         -0.053          0.176          0.184
 54467.808796296296350         -0.002         -0.047          0.150          0.158
 54467.808912037035043          0.001         -0.042          0.114          0.122
 54467.809027777781012          0.009         -0.024          0.064          0.069
 54467.809143518519704          0.005         -0.015          0.031          0.035
 54467.809259259258397          0.000          0.000          0.000          0.000
 54467.809374999997090         -0.000         -0.004         -0.005          0.006
 54467.809490740743058         -0.002         -0.005         -0.001          0.006
 54467.809606481481751          0.005          0.011          0.002          0.012
 54467.809722222220444          0.005          0.007          0.005          0.010
 54467.809837962959136         -0.009          0.008          0.007          0.014
 54467.809953703705105         -0.003          0.020          0.007          0.021
 54467.810069444443798          0.003          0.004          0.017          0.018
 54467.810185185182490          0.015          0.011          0.030          0.035
 54467.810300925928459          0.012          0.005          0.033          0.036
 54467.810416666667152          0.003          0.001          0.029          0.029
 54467.810532407405844          0.009          0.001          0.034          0.035
 54467.810648148144537          0.003         -0.015          0.034          0.038
 54467.810763888890506          0.005         -0.002          0.041          0.041
 54467.810879629629198          0.012          0.003          0.057          0.058
 54467.810995370367891          0.009          0.001          0.061          0.062
 54467.811111111113860          0.004         -0.014          0.047          0.049
 54467.811226851852552         -0.019         -0.037          0.039          0.056
 54467.811342592591245         -0.017         -0.044          0.039          0.061
 54467.811458333329938          0.003         -0.016          0.057          0.060
 54467.811574074075907          0.008         -0.013          0.030          0.034
 54467.811689814814599          0.006         -0.013          0.049          0.051
 54467.811805555553292         -0.001         -0.022          0.047          0.052
 54467.811921296299261          0.007         -0.010          0.045          0.047
 54467.812037037037953          0.006         -0.011          0.041          0.043
 54467.812152777776646         -0.006         -0.020          0.030          0.036
 54467.812268518515339          0.003         -0.016          0.037          0.040
 54467.812384259261307         -0.002         -0.005          0.023          0.024
 54467.812500000000000         -0.002         -0.010          0.015          0.018
 54467.812615740738693         -0.000         -0.007          0.012          0.013
 54467.812731481484661          0.000          0.000          0.000          0.000
 54467.812847222223354          0.004          0.001          0.021          0.021
 54467.812962962962047          0.008         -0.008          0.033          0.035
 54467.813078703700739          0.013          0.002          0.071          0.072
 54467.813194444446708          0.022          0.010          0.088          0.092
 54467.813310185185401          0.032          0.017          0.117          0.123
 54467.813425925924093          0.033          0.019          0.145          0.150
 54467.813541666670062          0.041          0.020          0.154          0.161
 54467.813657407408755          0.052          0.032          0.182          0.191
 54467.813773148147448          0.052          0.029          0.192          0.201
 54467.813888888886140          0.055          0.034          0.216          0.225
 54467.814004629632109          0.064          0.038          0.238          0.250
 54467.814120370370802          0.068          0.044          0.252          0.265
 54467.814236111109494          0.071          0.044          0.265          0.278
 54467.814351851848187          0.079          0.047          0.279          0.294
 54467.814467592594156          0.081          0.054          0.296          0.311
 54467.814583333332848          0.076          0.051          0.303          0.317
 54467.814699074071541          0.069          0.051          0.314          0.325
 54467.814814814817510          0.073          0.051          0.313          0.325
 54467.814930555556202          0.066          0.046          0.305          0.316
 54467.815046296294895          0.068          0.042          0.306          0.316
 54467.815162037033588          0.055          0.036          0.288          0.296
 54467.815277777779556          0.046          0.038          0.276          0.282
 54467.815393518518249          0.035          0.034          0.264          0.268
 54467.815509259256942          0.026          0.029          0.240          0.243
 54467.815625000002910          0.023          0.023          0.206          0.209
 54467.815740740741603          0.019          0.017          0.166          0.168
 54467.815856481480296          0.009          0.014          0.131          0.132
 54467.815972222218988          0.005          0.011          0.103          0.104
 54467.816087962964957          0.005          0.003          0.053          0.054
 54467.816203703703650          0.000          0.000          0.000          0.000
 54467.816319444442343         -0.049         -0.031         -0.025          0.063
 54467.816435185188311         -0.084         -0.072         -0.047          0.120
 54467.816550925927004         -0.128         -0.106         -0.088          0.188
 54467.816666666665697         -0.171         -0.133         -0.125          0.250
 54467.816782407404389         -0.218         -0.160         -0.146          0.307
 54467.816898148150358         -0.246         -0.189         -0.197          0.367
 54467.817013888889051         -0.263         -0.216         -0.234          0.413
 54467.817129629627743         -0.286         -0.239         -0.277          0.465
 54467.817245370373712         -0.302         -0.258         -0.318          0.509
 54467.817361111112405         -0.313         -0.276         -0.331          0.533
 54467.817476851851097         -0.302         -0.296         -0.306          0.522
 54467.817592592589790         -0.325         -0.304         -0.368          0.577
 54467.817708333335759         -0.316         -0.306         -0.387          0.586
 54467.817824074074451         -0.309         -0.316         -0.390          0.590
 54467.817939814813144         -0.304         -0.313         -0.396          0.589
 54467.818055555551837         -0.288         -0.304         -0.396          0.576
 54467.818171296297805         -0.266         -0.291         -0.379          0.546
 54467.818287037036498         -0.244         -0.285         -0.359          0.519
 54467.818402777775191         -0.231         -0.271         -0.362          0.508
 54467.818518518521159         -0.216         -0.258         -0.369          0.500
 54467.818634259259852         -0.193         -0.234         -0.310          0.434
 54467.818749999998545         -0.168         -0.215         -0.286          0.395
 54467.818865740737238         -0.146         -0.191         -0.265          0.358
 54467.818981481483206         -0.123         -0.168         -0.228          0.309
 54467.819097222221899         -0.101         -0.143         -0.187          0.256
 54467.819212962960592         -0.081         -0.113         -0.132          0.192
 54467.819328703706560         -0.059         -0.082         -0.111          0.150
 54467.819444444445253         -0.036         -0.058         -0.074          0.100
 54467.819560185183946         -0.020         -0.028         -0.042          0.054
 54467.819675925922638          0.000          0.000          0.000          0.000
 54467.819791666668607          0.024          0.031         -0.014          0.041
 54467.819907407407300          0.042          0.051         -0.046          0.081
 54467.820023148145992          0.060          0.075         -0.070          0.119
 54467.820138888891961          0.075          0.101         -0.064          0.142
 54467.820254629630654          0.085          0.122         -0.080          0.169
 54467.820370370369346          0.097          0.144         -0.091          0.196
 54467.820486111108039          0.111          0.166         -0.109          0.227
 54467.820601851854008          0.120          0.191         -0.101          0.247
 54467.820717592592700          0.127          0.205         -0.113          0.266
 54467.820833333331393          0.138          0.217         -0.137          0.292
 54467.820949074077362          0.148          0.235         -0.161          0.321
 54467.821064814816054          0.154          0.245         -0.165          0.333
 54467.821180555554747          0.155          0.256         -0.175          0.347
 54467.821296296293440          0.157          0.260         -0.163          0.345
 54467.821412037039408          0.162          0.268         -0.178          0.361
 54467.821527777778101          0.166          0.277         -0.179          0.369
 54467.821643518516794          0.167          0.280         -0.180          0.373
 54467.821759259255487          0.170          0.277         -0.199          0.381
 54467.821875000001455          0.164          0.278         -0.167          0.364
 54467.821990740740148          0.156          0.267         -0.176          0.356
 54467.822106481478841          0.150          0.260         -0.175          0.348
 54467.822222222224809          0.142          0.245         -0.134          0.313
 54467.822337962963502          0.120          0.221         -0.108          0.274
 54467.822453703702195          0.110          0.197         -0.112          0.252
 54467.822569444440887          0.098          0.176         -0.075          0.215
 54467.822685185186856          0.085          0.145         -0.053          0.177
 54467.822800925925549          0.068          0.110         -0.031          0.133
 54467.822916666664241          0.039          0.079         -0.010          0.089
 54467.823032407410210          0.022          0.044         -0.005          0.049
 54467.823148148148903          0.000          0.000          0.000          0.000
 54467.823263888887595         -0.013         -0.014          0.015          0.024
 54467.823379629626288         -0.031         -0.028          0.035          0.054
 54467.823495370372257         -0.040         -0.044          0.039          0.072
 54467.823611111110949         -0.049         -0.062          0.014          0.081
 54467.823726851849642         -0.061         -0.084         -0.003          0.104
 54467.823842592595611         -0.074         -0.100         -0.005          0.125
 54467.823958333334303         -0.093         -0.111         -0.000          0.144
 54467.824074074072996         -0.105         -0.129         -0.032          0.170
 54467.824189814811689         -0.119         -0.139         -0.047          0.189
 54467.824305555557657         -0.130         -0.145         -0.052          0.202
 54467.824421296296350         -0.145         -0.157         -0.066          0.223
 54467.824537037035043         -0.153         -0.162         -0.091          0.241
 54467.824652777781012         -0.153         -0.160         -0.109          0.247
 54467.824768518519704         -0.154         -0.157         -0.134          0.258
 54467.824884259258397         -0.154         -0.155         -0.156          0.268
 54467.824999999997090         -0.155         -0.155         -0.167          0.276
 54467.825115740743058         -0.144         -0.150         -0.180          0.275
 54467.825231481481751         -0.136         -0.143         -0.194          0.277
 54467.825347222220444         -0.125         -0.130         -0.200          0.269
 54467.825462962959136         -0.115         -0.124         -0.215          0.273
 54467.825578703705105         -0.095         -0.110         -0.212          0.257
 54467.825694444443798         -0.083         -0.095         -0.195          0.232
 54467.825810185182490         -0.072         -0.085         -0.178          0.210
 54467.825925925928459         -0.044         -0.061         -0.193          0.207
 54467.826041666667152         -0.036         -0.054         -0.154          0.167
 54467.826157407405844         -0.026         -0.046         -0.121          0.132
 54467.826273148144537         -0.017         -0.039         -0.093          0.103
 54467.826388888890506         -0.004         -0.020         -0.072          0.075
 54467.826504629629198         -0.000         -0.010         -0.042          0.043
 54467.826620370367891          0.000          0.000          0.000          0.000
 54467.826736111113860          0.049          0.021          0.019          0.057
 54467.826851851852552          0.093          0.045          0.027          0.107
 54467.826967592591245          0.122          0.062          0.061          0.150
 54467.827083333329938          0.155          0.078          0.093          0.197
 54467.827199074075907          0.182          0.093          0.134          0.244
 54467.827314814814599          0.209          0.107          0.150          0.278
 54467.827430555553292          0.230          0.121          0.162          0.307
 54467.827546296299261          0.249          0.138          0.193          0.344
 54467.827662037037953          0.263          0.150          0.201          0.364
 54467.827777777776646          0.269          0.149          0.217          0.376
 54467.827893518515339          0.272          0.155          0.239          0.394
 54467.828009259261307          0.275          0.162          0.255          0.408
 54467.828125000000000          0.274          0.158          0.249          0.403
 54467.828240740738693          0.268          0.153          0.268          0.409
 54467.828356481484661          0.260          0.144          0.270          0.402
 54467.828472222223354          0.252          0.153          0.252          0.388
 54467.828587962962047          0.239          0.155          0.243          0.374
 54467.828703703700739          0.213          0.143          0.262          0.367
 54467.828819444446708          0.207          0.138          0.234          0.342
 54467.828935185185401          0.183          0.131          0.231          0.323
 54467.829050925924093          0.161          0.119          0.221          0.298
 54467.829166666670062          0.149          0.110          0.189          0.265
 54467.829282407408755          0.139          0.113          0.149          0.233
 54467.829398148147448          0.115          0.093          0.134          0.200
 54467.829513888886140          0.089          0.077          0.117          0.167
 54467.829629629632109          0.067          0.065          0.094          0.133
 54467.829745370370802          0.057          0.054          0.051          0.094
 54467.829861111109494          0.030          0.028          0.046          0.062
 54467.829976851848187          0.016          0.017          0.024          0.033
 54467.830092592594156          0.000          0.000          0.000          0.000
 54467.830208333332848          0.005         -0.006          0.035          0.036
 54467.830324074071541          0.001         -0.020          0.084          0.086
 54467.830439814817510          0.014         -0.021          0.116          0.119
 54467.830555555556202          0.026         -0.015          0.141          0.144
 54467.830671296294895          0.030         -0.023          0.174          0.178
 54467.830787037033588          0.048         -0.025          0.192          0.199
 54467.830902777779556          0.048         -0.030          0.239          0.246
 54467.831018518518249          0.060         -0.029          0.259          0.268
 54467.831134259256942          0.057         -0.037          0.299          0.306
 54467.831250000002910          0.059         -0.050          0.329          0.338
 54467.831365740741603          0.048         -0.062          0.364          0.373
 54467.831481481480296          0.052         -0.074          0.378          0.389
 54467.831597222218988          0.057         -0.079          0.386          0.398
 54467.831712962964957          0.055         -0.082          0.397          0.409
 54467.831828703703650          0.053         -0.092          0.401          0.415
 54467.831944444442343          0.042         -0.108          0.413          0.429
 54467.832060185188311          0.022         -0.128          0.428          0.447
 54467.832175925927004          0.021         -0.132          0.410          0.431
 54467.832291666665697          0.020         -0.130          0.394          0.416
 54467.832407407404389          0.003         -0.135          0.382          0.405
 54467.832523148150358         -0.007         -0.133          0.373          0.396
 54467.832638888889051         -0.007         -0.132          0.328          0.353
 54467.832754629627743         -0.011         -0.133          0.291          0.320
 54467.832870370373712         -0.007         -0.115          0.251          0.276
 54467.832986111112405         -0.021         -0.103          0.219          0.243
 54467.833101851851097         -0.043         -0.094          0.197          0.222
 54467.833217592589790         -0.032         -0.074          0.142          0.164
 54467.833333333335759         -0.022         -0.047          0.097          0.110
 54467.833449074074451         -0.015         -0.028          0.045          0.055
 54467.833564814813144          0.000          0.000          0.000          0.000
 54467.833680555551837         -0.010         -0.010         -0.000          0.015
 54467.833796296297805         -0.015         -0.019          0.005          0.025
 54467.833912037036498         -0.013         -0.022         -0.006          0.027
 54467.834027777775191         -0.012         -0.034         -0.007          0.037
 54467.834143518521159         -0.012         -0.040         -0.000          0.042
 54467.834259259259852         -0.013         -0.047         -0.001          0.049
 54467.834374999998545         -0.006         -0.052         -0.007          0.053
 54467.834490740737238          0.001         -0.056         -0.015          0.058
 54467.834606481483206          0.003         -0.058         -0.001          0.058
 54467.834722222221899          0.008         -0.058         -0.001          0.058
 54467.834837962960592         -0.004         -0.067          0.009          0.068
 54467.834953703706560          0.001         -0.069          0.015          0.070
 54467.835069444445253          0.015         -0.063          0.013          0.066
 54467.835185185183946          0.008         -0.063          0.018          0.066
 54467.835300925922638          0.019         -0.056          0.016          0.061
 54467.835416666668607          0.018         -0.058          0.028          0.067
 54467.835532407407300          0.008         -0.058          0.035          0.068
 54467.835648148145992          0.008         -0.050          0.033          0.060
 54467.835763888891961          0.010         -0.053          0.037          0.065
 54467.835879629630654          0.011         -0.051          0.037          0.064
 54467.835995370369346          0.005         -0.042          0.034          0.054
 54467.836111111108039          0.006         -0.036          0.033          0.049
 54467.836226851854008          0.010         -0.035          0.035          0.050
 54467.836342592592700          0.005         -0.028          0.022          0.036
 54467.836458333331393          0.002         -0.020          0.024          0.031
